UserID,ProductID,Rating,Timestamp,Category
U047,P0064,1,2024-10-09,Electronics
U047,P0014,2,2024-10-12,Home
U047,P0088,4,2024-09-21,Books
U047,P0013,1,2024-09-30,Clothing
U047,P0044,4,2024-09-29,Books
U047,P0097,2,2024-09-29,Toys
U047,P0017,1,2024-10-14,Toys
U047,P0079,2,2024-09-14,Electronics
U047,P0085,1,2024-10-03,Toys
U047,P0024,2,2024-10-01,Books
U048,P0085,3,2024-10-13,Toys
U048,P0078,5,2024-09-06,Beauty
U048,P0081,2,2024-09-19,Electronics
U048,P0094,3,2024-10-03,Electronics
U048,P0043,4,2024-10-13,Clothing
U048,P0052,3,2024-10-11,Books
U048,P0099,1,2024-10-10,Beauty
U048,P0093,2,2024-09-22,Clothing
U048,P0025,5,2024-09-06,Toys
U048,P0067,1,2024-10-23,Toys
U048,P0066,1,2024-10-31,Beauty
U048,P0089,2,2024-10-19,Beauty
U049,P0021,5,2024-10-14,Electronics
U049,P0089,3,2024-09-20,Beauty
U049,P0093,1,2024-09-15,Clothing
U049,P0060,4,2024-10-22,Home
U049,P0040,3,2024-09-13,Home
U049,P0092,4,2024-09-10,Beauty
U049,P0023,1,2024-09-02,Clothing
U049,P0001,3,2024-09-03,Electronics
U049,P0057,4,2024-09-16,Books
U049,P0017,5,2024-10-01,Toys
U049,P0065,5,2024-10-10,Clothing
U049,P0031,1,2024-10-25,Clothing
U049,P0029,3,2024-10-20,Electronics
